IDSUCURSAL;NITPROVEEDOR;FECHAEXP;FECHAEST;FECHAENTEGA;ESTADO
71;10000221;22/08/2018;27/08/2018;;Espera
72;10000222;23/08/2018;28/08/2018;;Espera
73;10000223;24/08/2018;29/08/2018;;Espera
74;10000224;25/08/2018;30/08/2018;;Espera
75;10000225;26/08/2018;31/08/2018;;Espera
76;10000226;27/08/2018;1/09/2018;31/08/2018;Entregado
77;10000227;28/08/2018;2/09/2018;;Espera
78;10000228;29/08/2018;3/09/2018;;Espera
79;10000229;30/08/2018;4/09/2018;3/09/2018;Entregado
80;10000230;31/08/2018;5/09/2018;;Espera
81;10000231;1/09/2018;6/09/2018;;Espera
82;10000232;2/09/2018;7/09/2018;;Espera
83;10000233;3/09/2018;8/09/2018;;Espera
84;10000234;4/09/2018;9/09/2018;8/09/2018;Entregado
85;10000235;5/09/2018;10/09/2018;9/09/2018;Entregado
86;10000236;6/09/2018;11/09/2018;;Espera
87;10000237;7/09/2018;12/09/2018;11/09/2018;Entregado
88;10000238;8/09/2018;13/09/2018;;Espera
89;10000239;9/09/2018;14/09/2018;13/09/2018;Entregado
90;10000240;10/09/2018;15/09/2018;14/09/2018;Entregado
91;10000241;11/09/2018;16/09/2018;;Espera
92;10000242;12/09/2018;17/09/2018;16/09/2018;Entregado
93;10000243;13/09/2018;18/09/2018;;Espera
94;10000244;14/09/2018;19/09/2018;;Espera
95;10000245;15/09/2018;20/09/2018;;Espera
96;10000246;16/09/2018;21/09/2018;;Espera
97;10000247;17/09/2018;22/09/2018;21/09/2018;Entregado
98;10000248;18/09/2018;23/09/2018;22/09/2018;Entregado
99;10000249;19/09/2018;24/09/2018;23/09/2018;Entregado
100;10000250;20/09/2018;25/09/2018;;Espera
101;10000251;21/09/2018;26/09/2018;25/09/2018;Entregado
102;10000252;22/09/2018;27/09/2018;26/09/2018;Entregado
103;10000253;23/09/2018;28/09/2018;;Espera
104;10000254;24/09/2018;29/09/2018;28/09/2018;Entregado
105;10000255;25/09/2018;30/09/2018;29/09/2018;Entregado
106;10000256;26/09/2018;1/10/2018;;Espera
107;10000257;27/09/2018;2/10/2018;;Espera
108;10000258;28/09/2018;3/10/2018;2/10/2018;Entregado
109;10000259;29/09/2018;4/10/2018;;Espera
110;10000260;30/09/2018;5/10/2018;4/10/2018;Entregado
111;10000261;1/10/2018;6/10/2018;;Espera
112;10000262;2/10/2018;7/10/2018;6/10/2018;Entregado
113;10000263;3/10/2018;8/10/2018;7/10/2018;Entregado
114;10000264;4/10/2018;9/10/2018;;Espera
115;10000265;5/10/2018;10/10/2018;9/10/2018;Entregado
116;10000266;6/10/2018;11/10/2018;10/10/2018;Entregado
117;10000267;7/10/2018;12/10/2018;11/10/2018;Entregado
118;10000268;8/10/2018;13/10/2018;;Espera
119;10000269;9/10/2018;14/10/2018;;Espera
120;10000270;10/10/2018;15/10/2018;;Espera
121;10000271;11/10/2018;16/10/2018;15/10/2018;Entregado
122;10000272;12/10/2018;17/10/2018;;Espera
123;10000273;13/10/2018;18/10/2018;;Espera
124;10000274;14/10/2018;19/10/2018;18/10/2018;Entregado
125;10000275;15/10/2018;20/10/2018;19/10/2018;Entregado
126;10000276;16/10/2018;21/10/2018;;Espera
127;10000277;17/10/2018;22/10/2018;;Espera
128;10000278;18/10/2018;23/10/2018;;Espera
129;10000279;19/10/2018;24/10/2018;23/10/2018;Entregado
130;10000280;20/10/2018;25/10/2018;24/10/2018;Entregado
131;10000281;21/10/2018;26/10/2018;;Espera
132;10000282;22/10/2018;27/10/2018;;Espera
133;10000283;23/10/2018;28/10/2018;27/10/2018;Entregado
134;10000284;24/10/2018;29/10/2018;28/10/2018;Entregado
135;10000285;25/10/2018;30/10/2018;;Espera
136;10000286;26/10/2018;31/10/2018;30/10/2018;Entregado
137;10000287;27/10/2018;1/11/2018;31/10/2018;Entregado
138;10000288;28/10/2018;2/11/2018;;Espera
139;10000289;29/10/2018;3/11/2018;;Espera
140;10000290;30/10/2018;4/11/2018;;Espera
141;10000291;31/10/2018;5/11/2018;4/11/2018;Entregado
142;10000292;1/11/2018;6/11/2018;5/11/2018;Entregado
143;10000293;2/11/2018;7/11/2018;;Espera
144;10000294;3/11/2018;8/11/2018;;Espera
145;10000295;4/11/2018;9/11/2018;8/11/2018;Entregado
146;10000296;5/11/2018;10/11/2018;9/11/2018;Entregado
147;10000297;6/11/2018;11/11/2018;10/11/2018;Entregado
148;10000298;7/11/2018;12/11/2018;;Espera
149;10000299;8/11/2018;13/11/2018;12/11/2018;Entregado
150;10000300;9/11/2018;14/11/2018;;Espera
1;10000001;10/11/2018;15/11/2018;14/11/2018;Entregado
2;10000002;11/11/2018;16/11/2018;;Espera
3;10000003;12/11/2018;17/11/2018;16/11/2018;Entregado
4;10000004;13/11/2018;18/11/2018;17/11/2018;Entregado
5;10000005;14/11/2018;19/11/2018;18/11/2018;Entregado
6;10000006;15/11/2018;20/11/2018;;Espera
7;10000007;16/11/2018;21/11/2018;;Espera
8;10000008;17/11/2018;22/11/2018;21/11/2018;Entregado
9;10000009;18/11/2018;23/11/2018;22/11/2018;Entregado
10;10000010;19/11/2018;24/11/2018;23/11/2018;Entregado
11;10000011;20/11/2018;25/11/2018;;Espera
12;10000012;21/11/2018;26/11/2018;;Espera
13;10000013;22/11/2018;27/11/2018;26/11/2018;Entregado
14;10000014;23/11/2018;28/11/2018;27/11/2018;Entregado
15;10000015;24/11/2018;29/11/2018;28/11/2018;Entregado
16;10000016;25/11/2018;30/11/2018;29/11/2018;Entregado
17;10000017;26/11/2018;1/12/2018;;Espera
18;10000018;27/11/2018;2/12/2018;;Espera
19;10000019;28/11/2018;3/12/2018;2/12/2018;Entregado
20;10000020;29/11/2018;4/12/2018;;Espera
21;10000021;30/11/2018;5/12/2018;4/12/2018;Entregado
22;10000022;1/12/2018;6/12/2018;5/12/2018;Entregado
23;10000023;2/12/2018;7/12/2018;;Espera
24;10000024;3/12/2018;8/12/2018;;Espera
25;10000025;4/12/2018;9/12/2018;8/12/2018;Entregado
26;10000026;5/12/2018;10/12/2018;;Espera
27;10000027;6/12/2018;11/12/2018;10/12/2018;Entregado
28;10000028;7/12/2018;12/12/2018;11/12/2018;Entregado
29;10000029;8/12/2018;13/12/2018;;Espera
30;10000030;9/12/2018;14/12/2018;;Espera
31;10000031;10/12/2018;15/12/2018;14/12/2018;Entregado
32;10000032;11/12/2018;16/12/2018;;Espera
33;10000033;12/12/2018;17/12/2018;16/12/2018;Entregado
34;10000034;13/12/2018;18/12/2018;;Espera
35;10000035;14/12/2018;19/12/2018;;Espera
36;10000036;15/12/2018;20/12/2018;;Espera
37;10000037;16/12/2018;21/12/2018;20/12/2018;Entregado
38;10000038;17/12/2018;22/12/2018;21/12/2018;Entregado
39;10000039;18/12/2018;23/12/2018;22/12/2018;Entregado
40;10000040;19/12/2018;24/12/2018;;Espera
41;10000041;20/12/2018;25/12/2018;24/12/2018;Entregado
42;10000042;21/12/2018;26/12/2018;;Espera
43;10000043;22/12/2018;27/12/2018;;Espera
44;10000044;23/12/2018;28/12/2018;;Espera
45;10000045;24/12/2018;29/12/2018;;Espera
46;10000046;25/12/2018;30/12/2018;29/12/2018;Entregado
47;10000047;26/12/2018;31/12/2018;30/12/2018;Entregado
48;10000048;27/12/2018;1/01/2019;31/12/2018;Entregado
49;10000049;28/12/2018;2/01/2019;;Espera
50;10000050;29/12/2018;3/01/2019;2/01/2019;Entregado
51;10000051;30/12/2018;4/01/2019;;Espera
52;10000052;31/12/2018;5/01/2019;;Espera
53;10000053;1/01/2017;6/01/2017;5/01/2017;Entregado
54;10000054;2/01/2017;7/01/2017;6/01/2017;Entregado
55;10000055;3/01/2017;8/01/2017;7/01/2017;Entregado
56;10000056;4/01/2017;9/01/2017;8/01/2017;Entregado
57;10000057;5/01/2017;10/01/2017;;Espera
58;10000058;6/01/2017;11/01/2017;;Espera
59;10000059;7/01/2017;12/01/2017;;Espera
60;10000060;8/01/2017;13/01/2017;;Espera
61;10000061;9/01/2017;14/01/2017;;Espera
62;10000062;10/01/2017;15/01/2017;;Espera
63;10000063;11/01/2017;16/01/2017;15/01/2017;Entregado
64;10000064;12/01/2017;17/01/2017;16/01/2017;Entregado
65;10000065;13/01/2017;18/01/2017;;Espera
66;10000066;14/01/2017;19/01/2017;18/01/2017;Entregado
67;10000067;15/01/2017;20/01/2017;19/01/2017;Entregado
68;10000068;16/01/2017;21/01/2017;;Espera
69;10000069;17/01/2017;22/01/2017;;Espera
70;10000070;18/01/2017;23/01/2017;22/01/2017;Entregado
71;10000071;19/01/2017;24/01/2017;23/01/2017;Entregado
72;10000072;20/01/2017;25/01/2017;;Espera
73;10000073;21/01/2017;26/01/2017;;Espera
74;10000074;22/01/2017;27/01/2017;26/01/2017;Entregado
75;10000075;23/01/2017;28/01/2017;27/01/2017;Entregado
76;10000076;24/01/2017;29/01/2017;28/01/2017;Entregado
77;10000077;25/01/2017;30/01/2017;;Espera
78;10000078;26/01/2017;31/01/2017;30/01/2017;Entregado
79;10000079;27/01/2017;1/02/2017;31/01/2017;Entregado
80;10000080;28/01/2017;2/02/2017;;Espera
81;10000081;29/01/2017;3/02/2017;2/02/2017;Entregado
82;10000082;30/01/2017;4/02/2017;3/02/2017;Entregado
83;10000083;31/01/2017;5/02/2017;4/02/2017;Entregado
84;10000084;1/02/2017;6/02/2017;;Espera
85;10000085;2/02/2017;7/02/2017;;Espera
86;10000086;3/02/2017;8/02/2017;;Espera
87;10000087;4/02/2017;9/02/2017;;Espera
88;10000088;5/02/2017;10/02/2017;;Espera
89;10000089;6/02/2017;11/02/2017;10/02/2017;Entregado
90;10000090;7/02/2017;12/02/2017;11/02/2017;Entregado
91;10000091;8/02/2017;13/02/2017;12/02/2017;Entregado
92;10000092;9/02/2017;14/02/2017;;Espera
93;10000093;10/02/2017;15/02/2017;;Espera
94;10000094;11/02/2017;16/02/2017;15/02/2017;Entregado
95;10000095;12/02/2017;17/02/2017;;Espera
96;10000096;13/02/2017;18/02/2017;17/02/2017;Entregado
97;10000097;14/02/2017;19/02/2017;18/02/2017;Entregado
98;10000098;15/02/2017;20/02/2017;;Espera
99;10000099;16/02/2017;21/02/2017;20/02/2017;Entregado
100;10000100;17/02/2017;22/02/2017;21/02/2017;Entregado
101;10000101;18/02/2017;23/02/2017;;Espera
102;10000102;19/02/2017;24/02/2017;23/02/2017;Entregado
103;10000103;20/02/2017;25/02/2017;24/02/2017;Entregado
104;10000104;21/02/2017;26/02/2017;;Espera
105;10000105;22/02/2017;27/02/2017;;Espera
106;10000106;23/02/2017;28/02/2017;;Espera
107;10000107;24/02/2017;1/03/2017;;Espera
108;10000108;25/02/2017;2/03/2017;1/03/2017;Entregado
109;10000109;26/02/2017;3/03/2017;2/03/2017;Entregado
110;10000110;27/02/2017;4/03/2017;;Espera
111;10000111;28/02/2017;5/03/2017;;Espera
112;10000112;1/03/2017;6/03/2017;5/03/2017;Entregado
113;10000113;2/03/2017;7/03/2017;;Espera
114;10000114;3/03/2017;8/03/2017;7/03/2017;Entregado
115;10000115;4/03/2017;9/03/2017;;Espera
116;10000116;5/03/2017;10/03/2017;;Espera
117;10000117;6/03/2017;11/03/2017;10/03/2017;Entregado
118;10000118;7/03/2017;12/03/2017;;Espera
119;10000119;8/03/2017;13/03/2017;12/03/2017;Entregado
120;10000120;9/03/2017;14/03/2017;13/03/2017;Entregado
121;10000121;10/03/2017;15/03/2017;14/03/2017;Entregado
122;10000122;11/03/2017;16/03/2017;;Espera
123;10000123;12/03/2017;17/03/2017;;Espera
124;10000124;13/03/2017;18/03/2017;;Espera
125;10000125;14/03/2017;19/03/2017;18/03/2017;Entregado
126;10000126;15/03/2017;20/03/2017;;Espera
127;10000127;16/03/2017;21/03/2017;;Espera
128;10000128;17/03/2017;22/03/2017;21/03/2017;Entregado
129;10000129;18/03/2017;23/03/2017;22/03/2017;Entregado
130;10000130;19/03/2017;24/03/2017;;Espera
131;10000131;20/03/2017;25/03/2017;;Espera
132;10000132;21/03/2017;26/03/2017;25/03/2017;Entregado
133;10000133;22/03/2017;27/03/2017;26/03/2017;Entregado
134;10000134;23/03/2017;28/03/2017;;Espera
135;10000135;24/03/2017;29/03/2017;28/03/2017;Entregado
136;10000136;25/03/2017;30/03/2017;;Espera
137;10000137;26/03/2017;31/03/2017;30/03/2017;Entregado
138;10000138;27/03/2017;1/04/2017;;Espera
139;10000139;28/03/2017;2/04/2017;1/04/2017;Entregado
140;10000140;29/03/2017;3/04/2017;2/04/2017;Entregado
141;10000141;30/03/2017;4/04/2017;;Espera
142;10000142;31/03/2017;5/04/2017;;Espera
143;10000143;1/04/2017;6/04/2017;;Espera
144;10000144;2/04/2017;7/04/2017;6/04/2017;Entregado
145;10000145;3/04/2017;8/04/2017;7/04/2017;Entregado
146;10000146;4/04/2017;9/04/2017;;Espera
147;10000147;5/04/2017;10/04/2017;9/04/2017;Entregado
148;10000148;6/04/2017;11/04/2017;10/04/2017;Entregado
149;10000149;7/04/2017;12/04/2017;11/04/2017;Entregado
150;10000150;8/04/2017;13/04/2017;12/04/2017;Entregado
1;10000151;9/04/2017;14/04/2017;13/04/2017;Entregado
2;10000152;10/04/2017;15/04/2017;;Espera
3;10000153;11/04/2017;16/04/2017;;Espera
4;10000154;12/04/2017;17/04/2017;16/04/2017;Entregado
5;10000155;13/04/2017;18/04/2017;17/04/2017;Entregado
6;10000156;14/04/2017;19/04/2017;18/04/2017;Entregado
7;10000157;15/04/2017;20/04/2017;19/04/2017;Entregado
8;10000158;16/04/2017;21/04/2017;20/04/2017;Entregado
9;10000159;17/04/2017;22/04/2017;21/04/2017;Entregado
10;10000160;18/04/2017;23/04/2017;22/04/2017;Entregado
11;10000161;19/04/2017;24/04/2017;23/04/2017;Entregado
12;10000162;20/04/2017;25/04/2017;;Espera
13;10000163;21/04/2017;26/04/2017;;Espera
14;10000164;22/04/2017;27/04/2017;26/04/2017;Entregado
15;10000165;23/04/2017;28/04/2017;;Espera
16;10000166;24/04/2017;29/04/2017;;Espera
17;10000167;25/04/2017;30/04/2017;29/04/2017;Entregado
18;10000168;26/04/2017;1/05/2017;;Espera
19;10000169;27/04/2017;2/05/2017;1/05/2017;Entregado
20;10000170;28/04/2017;3/05/2017;;Espera
21;10000171;29/04/2017;4/05/2017;3/05/2017;Entregado
22;10000172;30/04/2017;5/05/2017;4/05/2017;Entregado
23;10000173;1/05/2017;6/05/2017;5/05/2017;Entregado
24;10000174;2/05/2017;7/05/2017;;Espera
25;10000175;3/05/2017;8/05/2017;7/05/2017;Entregado
26;10000176;4/05/2017;9/05/2017;8/05/2017;Entregado
27;10000177;5/05/2017;10/05/2017;9/05/2017;Entregado
28;10000178;6/05/2017;11/05/2017;;Espera
29;10000179;7/05/2017;12/05/2017;;Espera
30;10000180;8/05/2017;13/05/2017;;Espera
31;10000181;9/05/2017;14/05/2017;;Espera
32;10000182;10/05/2017;15/05/2017;14/05/2017;Entregado
33;10000183;11/05/2017;16/05/2017;;Espera
34;10000184;12/05/2017;17/05/2017;;Espera
35;10000185;13/05/2017;18/05/2017;17/05/2017;Entregado
36;10000186;14/05/2017;19/05/2017;;Espera
37;10000187;15/05/2017;20/05/2017;;Espera
38;10000188;16/05/2017;21/05/2017;;Espera
39;10000189;17/05/2017;22/05/2017;;Espera
40;10000190;18/05/2017;23/05/2017;22/05/2017;Entregado
41;10000191;19/05/2017;24/05/2017;;Espera
42;10000192;20/05/2017;25/05/2017;24/05/2017;Entregado
43;10000193;21/05/2017;26/05/2017;;Espera
44;10000194;22/05/2017;27/05/2017;26/05/2017;Entregado
45;10000195;23/05/2017;28/05/2017;27/05/2017;Entregado
46;10000196;24/05/2017;29/05/2017;28/05/2017;Entregado
47;10000197;25/05/2017;30/05/2017;;Espera
48;10000198;26/05/2017;31/05/2017;30/05/2017;Entregado
49;10000199;27/05/2017;1/06/2017;;Espera
50;10000200;28/05/2017;2/06/2017;1/06/2017;Entregado
51;10000201;29/05/2017;3/06/2017;2/06/2017;Entregado
52;10000202;30/05/2017;4/06/2017;3/06/2017;Entregado
53;10000203;31/05/2017;5/06/2017;4/06/2017;Entregado
54;10000204;1/06/2017;6/06/2017;;Espera
55;10000205;2/06/2017;7/06/2017;;Espera
56;10000206;3/06/2017;8/06/2017;7/06/2017;Entregado
57;10000207;4/06/2017;9/06/2017;;Espera
58;10000208;5/06/2017;10/06/2017;;Espera
59;10000209;6/06/2017;11/06/2017;;Espera
60;10000210;7/06/2017;12/06/2017;11/06/2017;Entregado
61;10000211;8/06/2017;13/06/2017;;Espera
62;10000212;9/06/2017;14/06/2017;13/06/2017;Entregado
63;10000213;10/06/2017;15/06/2017;14/06/2017;Entregado
64;10000214;11/06/2017;16/06/2017;15/06/2017;Entregado
65;10000215;12/06/2017;17/06/2017;16/06/2017;Entregado
66;10000216;13/06/2017;18/06/2017;17/06/2017;Entregado
67;10000217;14/06/2017;19/06/2017;18/06/2017;Entregado
68;10000218;15/06/2017;20/06/2017;;Espera
69;10000219;16/06/2017;21/06/2017;20/06/2017;Entregado
70;10000220;17/06/2017;22/06/2017;21/06/2017;Entregado
71;10000221;18/06/2017;23/06/2017;;Espera
72;10000222;19/06/2017;24/06/2017;23/06/2017;Entregado
73;10000223;20/06/2017;25/06/2017;24/06/2017;Entregado
74;10000224;21/06/2017;26/06/2017;;Espera
75;10000225;22/06/2017;27/06/2017;26/06/2017;Entregado
76;10000226;23/06/2017;28/06/2017;27/06/2017;Entregado
77;10000227;24/06/2017;29/06/2017;;Espera
78;10000228;25/06/2017;30/06/2017;29/06/2017;Entregado
79;10000229;26/06/2017;1/07/2017;30/06/2017;Entregado
80;10000230;27/06/2017;2/07/2017;;Espera
81;10000231;28/06/2017;3/07/2017;;Espera
82;10000232;29/06/2017;4/07/2017;3/07/2017;Entregado
83;10000233;30/06/2017;5/07/2017;;Espera
84;10000234;1/07/2017;6/07/2017;5/07/2017;Entregado
85;10000235;2/07/2017;7/07/2017;;Espera
86;10000236;3/07/2017;8/07/2017;7/07/2017;Entregado
87;10000237;4/07/2017;9/07/2017;;Espera
88;10000238;5/07/2017;10/07/2017;;Espera
89;10000239;6/07/2017;11/07/2017;;Espera
90;10000240;7/07/2017;12/07/2017;11/07/2017;Entregado
91;10000241;8/07/2017;13/07/2017;;Espera
92;10000242;9/07/2017;14/07/2017;;Espera
93;10000243;10/07/2017;15/07/2017;;Espera
94;10000244;11/07/2017;16/07/2017;15/07/2017;Entregado
95;10000245;12/07/2017;17/07/2017;;Espera
96;10000246;13/07/2017;18/07/2017;17/07/2017;Entregado
97;10000247;14/07/2017;19/07/2017;;Espera
98;10000248;15/07/2017;20/07/2017;19/07/2017;Entregado
99;10000249;16/07/2017;21/07/2017;20/07/2017;Entregado
100;10000250;17/07/2017;22/07/2017;;Espera
101;10000251;18/07/2017;23/07/2017;22/07/2017;Entregado
102;10000252;19/07/2017;24/07/2017;;Espera
103;10000253;20/07/2017;25/07/2017;;Espera
104;10000254;21/07/2017;26/07/2017;25/07/2017;Entregado
105;10000255;22/07/2017;27/07/2017;26/07/2017;Entregado
106;10000256;23/07/2017;28/07/2017;;Espera
107;10000257;24/07/2017;29/07/2017;;Espera
108;10000258;25/07/2017;30/07/2017;;Espera
109;10000259;26/07/2017;31/07/2017;;Espera
110;10000260;27/07/2017;1/08/2017;31/07/2017;Entregado
111;10000261;28/07/2017;2/08/2017;;Espera
112;10000262;29/07/2017;3/08/2017;2/08/2017;Entregado
113;10000263;30/07/2017;4/08/2017;;Espera
114;10000264;31/07/2017;5/08/2017;4/08/2017;Entregado
115;10000265;1/08/2017;6/08/2017;;Espera
116;10000266;2/08/2017;7/08/2017;;Espera
117;10000267;3/08/2017;8/08/2017;;Espera
118;10000268;4/08/2017;9/08/2017;;Espera
119;10000269;5/08/2017;10/08/2017;9/08/2017;Entregado
120;10000270;6/08/2017;11/08/2017;10/08/2017;Entregado
121;10000271;7/08/2017;12/08/2017;11/08/2017;Entregado
122;10000272;8/08/2017;13/08/2017;;Espera
123;10000273;9/08/2017;14/08/2017;13/08/2017;Entregado
124;10000274;10/08/2017;15/08/2017;14/08/2017;Entregado
125;10000275;11/08/2017;16/08/2017;15/08/2017;Entregado
126;10000276;12/08/2017;17/08/2017;;Espera
127;10000277;13/08/2017;18/08/2017;;Espera
128;10000278;14/08/2017;19/08/2017;;Espera
129;10000279;15/08/2017;20/08/2017;19/08/2017;Entregado
130;10000280;16/08/2017;21/08/2017;20/08/2017;Entregado
131;10000281;17/08/2017;22/08/2017;;Espera
132;10000282;18/08/2017;23/08/2017;;Espera
133;10000283;19/08/2017;24/08/2017;23/08/2017;Entregado
134;10000284;20/08/2017;25/08/2017;;Espera
135;10000285;21/08/2017;26/08/2017;;Espera
136;10000286;22/08/2017;27/08/2017;26/08/2017;Entregado
137;10000287;23/08/2017;28/08/2017;;Espera
138;10000288;24/08/2017;29/08/2017;;Espera
139;10000289;25/08/2017;30/08/2017;29/08/2017;Entregado
140;10000290;26/08/2017;31/08/2017;30/08/2017;Entregado
141;10000291;27/08/2017;1/09/2017;;Espera
142;10000292;28/08/2017;2/09/2017;1/09/2017;Entregado
143;10000293;29/08/2017;3/09/2017;2/09/2017;Entregado
144;10000294;30/08/2017;4/09/2017;;Espera
145;10000295;31/08/2017;5/09/2017;;Espera
146;10000296;1/09/2017;6/09/2017;;Espera
147;10000297;2/09/2017;7/09/2017;6/09/2017;Entregado
148;10000298;3/09/2017;8/09/2017;;Espera
149;10000299;4/09/2017;9/09/2017;;Espera
150;10000300;5/09/2017;10/09/2017;9/09/2017;Entregado
1;10000001;6/09/2017;11/09/2017;10/09/2017;Entregado
2;10000002;7/09/2017;12/09/2017;11/09/2017;Entregado
3;10000003;8/09/2017;13/09/2017;12/09/2017;Entregado
4;10000004;9/09/2017;14/09/2017;13/09/2017;Entregado
5;10000005;10/09/2017;15/09/2017;14/09/2017;Entregado
6;10000006;11/09/2017;16/09/2017;;Espera
7;10000007;12/09/2017;17/09/2017;;Espera
8;10000008;13/09/2017;18/09/2017;17/09/2017;Entregado
9;10000009;14/09/2017;19/09/2017;;Espera
10;10000010;15/09/2017;20/09/2017;19/09/2017;Entregado
11;10000011;16/09/2017;21/09/2017;;Espera
12;10000012;17/09/2017;22/09/2017;21/09/2017;Entregado
13;10000013;18/09/2017;23/09/2017;;Espera
14;10000014;19/09/2017;24/09/2017;23/09/2017;Entregado
15;10000015;20/09/2017;25/09/2017;24/09/2017;Entregado
16;10000016;21/09/2017;26/09/2017;25/09/2017;Entregado
17;10000017;22/09/2017;27/09/2017;26/09/2017;Entregado
18;10000018;23/09/2017;28/09/2017;;Espera
19;10000019;24/09/2017;29/09/2017;28/09/2017;Entregado
20;10000020;25/09/2017;30/09/2017;;Espera
21;10000021;26/09/2017;1/10/2017;30/09/2017;Entregado
22;10000022;27/09/2017;2/10/2017;1/10/2017;Entregado
23;10000023;28/09/2017;3/10/2017;2/10/2017;Entregado
24;10000024;29/09/2017;4/10/2017;;Espera
25;10000025;30/09/2017;5/10/2017;;Espera
26;10000026;1/10/2017;6/10/2017;;Espera
27;10000027;2/10/2017;7/10/2017;6/10/2017;Entregado
28;10000028;3/10/2017;8/10/2017;7/10/2017;Entregado
29;10000029;4/10/2017;9/10/2017;8/10/2017;Entregado
30;10000030;5/10/2017;10/10/2017;;Espera
31;10000031;6/10/2017;11/10/2017;;Espera
32;10000032;7/10/2017;12/10/2017;;Espera
33;10000033;8/10/2017;13/10/2017;;Espera
34;10000034;9/10/2017;14/10/2017;13/10/2017;Entregado
35;10000035;10/10/2017;15/10/2017;;Espera
36;10000036;11/10/2017;16/10/2017;15/10/2017;Entregado
37;10000037;12/10/2017;17/10/2017;16/10/2017;Entregado
38;10000038;13/10/2017;18/10/2017;17/10/2017;Entregado
39;10000039;14/10/2017;19/10/2017;18/10/2017;Entregado
40;10000040;15/10/2017;20/10/2017;19/10/2017;Entregado
41;10000041;16/10/2017;21/10/2017;;Espera
42;10000042;17/10/2017;22/10/2017;;Espera
43;10000043;18/10/2017;23/10/2017;;Espera
44;10000044;19/10/2017;24/10/2017;;Espera
45;10000045;20/10/2017;25/10/2017;;Espera
46;10000046;21/10/2017;26/10/2017;;Espera
47;10000047;22/10/2017;27/10/2017;26/10/2017;Entregado
48;10000048;23/10/2017;28/10/2017;;Espera
49;10000049;24/10/2017;29/10/2017;28/10/2017;Entregado
50;10000050;25/10/2017;30/10/2017;29/10/2017;Entregado
51;10000051;26/10/2017;31/10/2017;;Espera
52;10000052;27/10/2017;1/11/2017;31/10/2017;Entregado
53;10000053;28/10/2017;2/11/2017;;Espera
54;10000054;29/10/2017;3/11/2017;2/11/2017;Entregado
55;10000055;30/10/2017;4/11/2017;3/11/2017;Entregado
56;10000056;31/10/2017;5/11/2017;;Espera
57;10000057;1/11/2017;6/11/2017;5/11/2017;Entregado
58;10000058;2/11/2017;7/11/2017;6/11/2017;Entregado
59;10000059;3/11/2017;8/11/2017;;Espera
60;10000060;4/11/2017;9/11/2017;8/11/2017;Entregado
61;10000061;5/11/2017;10/11/2017;;Espera
62;10000062;6/11/2017;11/11/2017;;Espera
63;10000063;7/11/2017;12/11/2017;11/11/2017;Entregado
64;10000064;8/11/2017;13/11/2017;;Espera
65;10000065;9/11/2017;14/11/2017;13/11/2017;Entregado
66;10000066;10/11/2017;15/11/2017;;Espera
67;10000067;11/11/2017;16/11/2017;15/11/2017;Entregado
