IDSUCURSAL;CODIGOBARRASPRODUCTO;IDCATEGORIAPROD;IDTIPOPROD;CAPAVOL;CAPAPESO;CANTIDAD;TIPOALMA;NIVELREAVAST;;;Aleatorio;"""(ENTERO(ALEATORIO()*200)+100)"""
47;1000000003493;7;7;1577235;216256575;136;2;3;;;395;
48;1000000003494;8;8;1677480;230008800;326;1;12;;;420;
48;1000000003495;9;9;930835;127636235;61;2;9;;;233;
49;1000000003496;1;1;1370628;187946850;243;1;41;;;343;
49;1000000003497;2;2;1135148;155661820;19;2;51;;;284;
50;1000000003498;3;3;543728;74563360;87;1;20;;;136;
50;1000000003499;4;4;1931517;264884445;231;2;19;;;483;
51;1000000003500;5;5;1676000;229850830;392;1;79;;;419;
51;1000000003501;6;6;1612403;221136175;224;2;80;;;403;
52;1000000003502;7;7;780390;107031600;163;1;29;;;195;
52;1000000003503;8;8;620465;85100425;74;2;7;;;155;
53;1000000003504;9;9;616616;84575260;25;1;9;;;154;
53;1000000003505;1;1;1357695;186227955;65;2;61;;;339;
54;1000000003506;2;2;472708;64841000;36;1;12;;;118;
54;1000000003507;3;3;649134;89044110;0;2;8;;;162;
55;1000000003508;4;4;1418832;194632740;299;1;49;;;354;
55;1000000003509;5;5;725629;99543665;1;2;12;;;181;
56;1000000003510;6;6;1800490;247003880;433;1;67;;;449;
56;1000000003511;7;7;754068;103451700;109;2;9;;;188;
57;1000000003512;8;8;1709112;234483180;209;1;63;;;426;
57;1000000003513;9;9;1761707;241706815;328;2;65;;;439;
58;1000000003514;1;1;1453068;199367880;69;1;21;;;362;
58;1000000003515;2;2;1413280;193915040;154;2;42;;;352;
59;1000000003516;3;3;1144560;157049250;256;1;34;;;285;
59;1000000003517;4;4;1381848;189614520;33;2;27;;;344;
60;1000000003518;5;5;1121022;153829440;16;1;33;;;279;
60;1000000003519;6;6;1856778;254799930;291;2;23;;;462;
61;1000000003520;7;7;546720;75027120;75;1;4;;;136;
61;1000000003521;8;8;828326;113675950;29;2;20;;;206;
62;1000000003522;9;9;583190;80037100;93;1;15;;;145;
62;1000000003523;1;1;1307475;179443875;63;2;3;;;325;
63;1000000003524;2;2;515072;70693120;61;1;17;;;128;
63;1000000003525;3;3;1231650;169048170;122;2;9;;;306;
64;1000000003526;4;4;1316502;180700200;255;1;9;;;327;
64;1000000003527;5;5;1208100;165826500;36;2;45;;;300;
65;1000000003528;6;6;1425912;195730140;90;1;63;;;354;
65;1000000003529;7;7;1196613;164260305;223;2;2;;;297;
66;1000000003530;8;8;677040;92940960;41;1;20;;;168;
66;1000000003531;9;9;1817981;249572125;139;2;40;;;451;
67;1000000003532;1;1;1963584;269569110;279;1;58;;;487;
67;1000000003533;2;2;721907;99109615;139;2;32;;;179;
68;1000000003534;3;3;504250;69230000;13;1;12;;;125;
68;1000000003535;4;4;915945;125756865;61;2;2;;;227;
69;1000000003536;5;5;1303628;178990450;204;1;64;;;323;
69;1000000003537;6;6;1085953;149108045;226;2;53;;;269;
70;1000000003538;7;7;1336578;183526260;221;1;56;;;331;
70;1000000003539;8;8;1567132;215190620;35;2;62;;;388;
71;1000000003540;9;9;1967480;270172990;427;1;4;;;487;
71;1000000003541;1;1;1996254;274132950;79;2;54;;;494;
72;1000000003542;2;2;1677430;230358200;173;1;24;;;415;
72;1000000003543;3;3;1641458;225425410;340;2;36;;;406;
73;1000000003544;4;4;1831932;251591670;242;1;18;;;453;
73;1000000003545;5;5;703830;96664830;146;2;12;;;174;
74;1000000003546;6;6;635222;87244900;36;1;9;;;157;
74;1000000003547;7;7;894387;122843955;17;2;28;;;221;
75;1000000003548;8;8;416944;57269030;70;1;12;;;103;
75;1000000003549;9;9;1384758;190208430;79;2;58;;;342;
76;1000000003550;1;1;1368900;188036160;255;1;67;;;338;
76;1000000003551;2;2;664364;91261900;107;2;29;;;164;
77;1000000003552;3;3;1381732;189810830;231;1;20;;;341;
77;1000000003553;4;4;1969758;270597510;338;2;14;;;486;
78;1000000003554;5;5;968906;133108660;199;1;2;;;239;
78;1000000003555;6;6;2011280;276319120;363;2;44;;;496;
79;1000000003556;7;7;1817088;249648000;352;1;17;;;448;
79;1000000003557;8;8;511182;70233030;73;2;17;;;126;
80;1000000003558;9;9;495076;68022320;99;1;12;;;122;
80;1000000003559;1;1;1830609;251529465;310;2;9;;;451;
81;1000000003560;2;2;1847300;253830850;172;1;81;;;455;
81;1000000003561;3;3;1989890;273432250;450;2;68;;;490;
82;1000000003562;4;4;755532;103821480;36;1;3;;;186;
82;1000000003563;5;5;556631;76491895;29;2;16;;;137;
83;1000000003564;6;6;861568;118399880;36;1;38;;;212;
83;1000000003565;7;7;1922745;264239085;387;2;70;;;473;
84;1000000003566;8;8;1699588;233578400;20;1;75;;;418;
84;1000000003567;9;9;797132;109555180;99;2;35;;;196;
85;1000000003568;1;1;414936;57029220;71;1;1;;;102;
85;1000000003569;2;2;781248;107378880;135;2;15;;;192;
86;1000000003570;3;3;1880340;258452040;447;1;13;;;462;
86;1000000003571;4;4;1599903;219912975;148;2;11;;;393;
87;1000000003572;5;5;696312;95713830;123;1;25;;;171;
87;1000000003573;6;6;659826;90701370;35;2;25;;;162;
88;1000000003574;7;7;1735524;238577040;358;1;59;;;426;
88;1000000003575;8;8;1780775;244805215;20;2;65;;;437;
89;1000000003576;9;9;664388;91337050;151;1;29;;;163;
89;1000000003577;1;1;1100790;151336350;60;2;27;;;270;
90;1000000003578;2;2;1549640;213050800;44;1;34;;;380;
90;1000000003579;3;3;1994631;274238535;266;2;58;;;489;
91;1000000003580;4;4;1729920;237851280;257;1;50;;;424;
91;1000000003581;5;5;893739;122886375;106;2;24;;;219;
92;1000000003582;6;6;865384;118991360;202;1;31;;;212;
92;1000000003583;7;7;808434;111164130;38;2;19;;;198;
93;1000000003584;8;8;1956236;269001610;442;1;62;;;479;
93;1000000003585;9;9;1584980;217957060;359;2;34;;;388;
94;1000000003586;1;1;666018;91589700;90;1;21;;;163;
94;1000000003587;2;2;584441;80373865;0;2;1;;;143;
95;1000000003588;3;3;1680168;231068310;331;1;49;;;411;
95;1000000003589;4;4;752376;103475160;139;2;18;;;184;
96;1000000003590;5;5;1235180;169881040;56;1;6;;;302;
96;1000000003591;6;6;985931;135604675;77;2;14;;;241;
97;1000000003592;7;7;666996;91741290;111;1;16;;;163;
97;1000000003593;8;8;1252458;172273410;48;2;15;;;306;
98;1000000003594;9;9;1256858;172883980;240;1;30;;;307;
98;1000000003595;1;1;1306305;179691105;53;2;44;;;319;
99;1000000003596;2;2;1351680;185938500;0;1;66;;;330;
99;1000000003597;3;3;897243;123429495;122;2;37;;;219;
100;1000000003598;4;4;1807218;248618160;3;1;66;;;441;
100;1000000003599;5;5;1803560;248122600;65;2;57;;;440;
101;1000000003600;6;6;1271000;174861700;90;1;27;;;310;
101;1000000003601;7;7;479817;66014325;44;2;21;;;117;
102;1000000003602;8;8;1960756;269773640;351;1;57;;;478;
102;1000000003603;9;9;1353990;186296550;2;2;33;;;330;
103;1000000003604;1;1;1112184;153030990;126;1;37;;;271;
103;1000000003605;2;2;1009830;138951870;194;2;41;;;246;
104;1000000003606;3;3;1194846;164415000;230;1;20;;;291;
104;1000000003607;4;4;973359;133941735;22;2;11;;;237;
105;1000000003608;5;5;858572;118149790;1;1;10;;;209;
105;1000000003609;6;6;1298444;178686940;4;2;47;;;316;
106;1000000003610;7;7;1335750;183826500;182;1;3;;;325;
106;1000000003611;8;8;797534;109760350;61;2;27;;;194;
107;1000000003612;9;9;916976;126202390;44;1;44;;;223;
107;1000000003613;1;1;1052928;144917760;169;2;28;;;256;
108;1000000003614;2;2;580074;79839840;119;1;14;;;141;
108;1000000003615;3;3;1683035;231655555;167;2;40;;;409;
109;1000000003616;4;4;975492;134272350;152;1;21;;;237;
109;1000000003617;5;5;1107473;152443645;13;2;8;;;269;
110;1000000003618;6;6;1865454;256787580;232;1;49;;;453;
110;1000000003619;7;7;1248057;171805545;129;2;21;;;303;
111;1000000003620;8;8;1495560;205882710;92;1;25;;;363;
111;1000000003621;9;9;1397019;192323175;209;2;27;;;339;
112;1000000003622;1;1;1916730;263878200;371;1;46;;;465;
112;1000000003623;2;2;1348221;185616645;266;2;49;;;327;
113;1000000003624;3;3;1076364;148193190;193;1;41;;;261;
113;1000000003625;4;4;1134375;156184875;111;2;24;;;275;
114;1000000003626;5;5;986114;135775900;106;1;33;;;239;
114;1000000003627;6;6;1634292;225028980;370;2;35;;;396;
115;1000000003628;7;7;2002080;275678850;114;1;67;;;485;
115;1000000003629;8;8;1259345;173412325;216;2;27;;;305;
116;1000000003630;9;9;1321600;181990400;118;1;6;;;320;
116;1000000003631;1;1;1817640;250305000;4;2;88;;;440;
117;1000000003632;2;2;979284;134860110;150;1;40;;;237;
117;1000000003633;3;3;1347358;185554310;203;2;45;;;326;
118;1000000003634;4;4;1810692;249370920;374;1;35;;;438;
118;1000000003635;5;5;1658135;228367495;142;2;36;;;401;
119;1000000003636;6;6;1530320;210770500;367;1;3;;;370;
119;1000000003637;7;7;761208;104844120;86;2;22;;;184;
120;1000000003638;8;8;1804168;248502560;48;1;61;;;436;
120;1000000003639;9;9;1630766;224625310;2;2;43;;;394;
121;1000000003640;1;1;1142640;157394520;68;1;16;;;276;
121;1000000003641;2;2;1217454;167704950;256;2;52;;;294;
122;1000000003642;3;3;1159760;159762400;20;1;22;;;280;
122;1000000003643;4;4;766455;105585975;13;2;20;;;185;
123;1000000003644;5;5;1881376;259184060;223;1;59;;;454;
123;1000000003645;6;6;878740;121061540;140;2;29;;;212;
124;1000000003646;7;7;1873992;258182400;79;1;31;;;452;
124;1000000003647;8;8;945516;130268940;177;2;13;;;228;
125;1000000003648;9;9;1136552;156593740;259;1;8;;;274;
125;1000000003649;1;1;1456299;200654415;320;2;28;;;351;
126;1000000003650;2;2;1498150;206427020;219;1;14;;;361;
126;1000000003651;3;3;1784930;245949250;62;2;4;;;430;
127;1000000003652;4;4;1116888;153902970;25;1;48;;;269;
127;1000000003653;5;5;1121310;154516950;247;2;24;;;270;
128;1000000003654;6;6;1881762;259315320;184;1;4;;;453;
128;1000000003655;7;7;1258965;173496285;119;2;3;;;303;
129;1000000003656;8;8;1841108;253728250;26;1;84;;;443;
129;1000000003657;9;9;852185;117445525;113;2;26;;;205;
130;1000000003658;1;1;528066;72778620;87;1;16;;;127;
130;1000000003659;2;2;420059;57894715;23;2;15;;;101;
131;1000000003660;3;3;1597440;220174080;21;1;23;;;384;
131;1000000003661;4;4;1884933;259806825;86;2;18;;;453;
132;1000000003662;5;5;1731392;238650880;227;1;62;;;416;
132;1000000003663;6;6;1698504;234124680;399;2;65;;;408;
133;1000000003664;7;7;1740552;239927820;390;1;37;;;418;
133;1000000003665;8;8;1128715;155593295;9;2;35;;;271;
134;1000000003666;9;9;433264;59727200;89;1;1;;;104;
134;1000000003667;1;1;1120923;154528395;234;2;48;;;269;
135;1000000003668;2;2;1479640;203986550;255;1;39;;;355;
135;1000000003669;3;3;933856;128747360;177;2;38;;;224;
136;1000000003670;4;4;633840;87387840;88;1;10;;;152;
136;1000000003671;5;5;1217932;167921900;59;2;58;;;292;
137;1000000003672;6;6;767648;105842320;62;1;23;;;184;
137;1000000003673;7;7;1669200;230154000;300;2;16;;;400;
138;1000000003674;8;8;776364;107050440;9;1;3;;;186;
138;1000000003675;9;9;672175;92686895;135;2;32;;;161;
139;1000000003676;1;1;622224;85801650;131;1;4;;;149;
139;1000000003677;2;2;1035896;142849240;243;2;37;;;248;
140;1000000003678;3;3;802176;110622720;91;1;3;;;192;
140;1000000003679;4;4;1475187;203439195;218;2;70;;;353;
141;1000000003680;5;5;1479720;204070380;4;1;24;;;354;
141;1000000003681;6;6;1848002;254868250;407;2;75;;;442;
142;1000000003682;7;7;1434426;197835540;179;1;58;;;343;
142;1000000003683;8;8;1731762;238851090;211;2;28;;;414;
143;1000000003684;9;9;447688;61748630;64;1;14;;;107;
143;1000000003685;1;1;1071360;147774720;68;2;17;;;256;
144;1000000003686;2;2;1486030;204977000;149;1;24;;;355;
144;1000000003687;3;3;1013254;139768310;72;2;31;;;242;
145;1000000003688;4;4;607260;83767950;57;1;18;;;145;
145;1000000003689;5;5;1629521;224789485;231;2;7;;;389;
146;1000000003690;6;6;1085210;149707180;249;1;25;;;259;
146;1000000003691;7;7;662178;91351650;103;2;11;;;158;
147;1000000003692;8;8;1127648;155570770;184;1;2;;;269;
147;1000000003693;9;9;1974903;272466435;336;2;80;;;471;
148;1000000003694;1;1;1329498;183428880;218;1;50;;;317;
148;1000000003695;2;2;1866775;257563775;120;2;80;;;445;
149;1000000003696;3;3;776260;107105750;46;1;12;;;185;
149;1000000003697;4;4;1888650;260597250;383;2;72;;;450;
150;1000000003698;5;5;1889100;260667000;42;1;31;;;450;
150;1000000003699;6;6;583661;80538685;48;2;11;;;139;
1;1000000003700;7;7;1276800;176189280;290;1;21;;;304;
1;1000000003701;8;8;1873646;258557350;71;2;62;;;446;
2;1000000003702;9;9;537856;74224640;17;1;11;;;128;
2;1000000003703;1;1;1391193;191991585;328;2;23;;;331;
3;1000000003704;2;2;575948;79486030;4;1;2;;;137;
3;1000000003705;3;3;538240;74284160;76;2;16;;;128;
4;1000000003706;4;4;1884288;260064000;253;1;40;;;448;
4;1000000003707;5;5;1270514;175357810;173;2;54;;;302;
5;1000000003708;6;6;1582208;218384560;246;1;63;;;376;
5;1000000003709;7;7;1266909;174870465;154;2;42;;;301;
6;1000000003710;8;8;1435610;198161920;217;1;51;;;341;
6;1000000003711;9;9;1410685;194727125;169;2;30;;;335;
7;1000000003712;1;1;998244;137798910;183;1;11;;;237;
7;1000000003713;2;2;1558810;215186450;335;2;59;;;370;
8;1000000003714;3;3;2064860;285052600;255;1;24;;;490;
8;1000000003715;4;4;1711290;236249370;29;2;36;;;406;
9;1000000003716;5;5;682992;94292100;38;1;8;;;162;
9;1000000003717;6;6;2062113;284698245;74;2;9;;;489;
10;1000000003718;7;7;2066820;285356400;32;1;98;;;490;
10;1000000003719;8;8;1961835;270869475;355;2;23;;;465;
11;1000000003720;9;9;1936980;267445530;172;1;68;;;459;
11;1000000003721;1;1;455868;62945100;33;2;7;;;108;
12;1000000003722;2;2;1604360;221532400;309;1;26;;;380;
12;1000000003723;3;3;1368252;188935740;167;2;38;;;324;
13;1000000003724;4;4;1943040;268313400;32;1;9;;;460;
13;1000000003725;5;5;1690000;233378000;297;2;28;;;400;
14;1000000003726;6;6;1639688;226436800;199;1;38;;;388;
14;1000000003727;7;7;1661211;229415715;265;2;39;;;393;
15;1000000003728;8;8;1429064;197361580;252;1;6;;;338;
15;1000000003729;9;9;930380;128494300;78;2;15;;;220;
16;1000000003730;1;1;579510;80038140;60;1;23;;;137;
16;1000000003731;2;2;1391999;192259375;197;2;46;;;329;
17;1000000003732;3;3;1963648;271221920;339;1;9;;;464;
17;1000000003733;4;4;2061471;284741595;351;2;77;;;487;
18;1000000003734;5;5;1536942;212296920;154;1;65;;;363;
18;1000000003735;6;6;762300;105299100;179;2;19;;;180;
19;1000000003736;7;7;461724;63781350;79;1;18;;;109;
19;1000000003737;8;8;1686326;232951390;237;2;31;;;398;
20;1000000003738;9;9;974740;134655800;137;1;16;;;230;
20;1000000003739;1;1;674001;93112785;80;2;14;;;159;
21;1000000003740;2;2;546960;75564330;120;1;11;;;129;
21;1000000003741;3;3;1785461;246674425;165;2;37;;;421;
22;1000000003742;4;4;971418;134212320;188;1;11;;;229;
22;1000000003743;5;5;623721;86176545;129;2;24;;;147;
23;1000000003744;6;6;1735796;239833510;107;1;20;;;409;
23;1000000003745;7;7;1158885;160126785;88;2;40;;;273;
24;1000000003746;8;8;1677170;231746500;31;1;79;;;395;
24;1000000003747;9;9;1779493;245892245;124;2;12;;;419;
25;1000000003748;1;1;726408;100378710;49;1;30;;;171;
25;1000000003749;2;2;1049503;145029755;10;2;9;;;247;
26;1000000003750;3;3;556750;76938920;52;1;22;;;131;
26;1000000003751;4;4;1776918;245564550;240;2;33;;;418;
27;1000000003752;5;5;901424;124577560;35;1;36;;;212;
27;1000000003753;6;6;1930862;266854390;18;2;63;;;454;
28;1000000003754;7;7;1084770;149924700;109;1;17;;;255;
28;1000000003755;8;8;1608390;222299910;332;2;71;;;378;
29;1000000003756;9;9;1425760;197063750;176;1;43;;;335;
29;1000000003757;1;1;442728;61194120;44;2;20;;;104;
30;1000000003758;2;2;843084;116534880;165;1;17;;;198;
30;1000000003759;3;3;1890996;261389460;67;2;44;;;444;
31;1000000003760;4;4;1661400;229659300;283;1;50;;;390;
31;1000000003761;5;5;1303866;180241650;206;2;39;;;306;
32;1000000003762;6;6;1576940;217996600;319;1;48;;;370;
32;1000000003763;7;7;1402527;193891215;260;2;52;;;329;
33;1000000003764;8;8;1641640;226953650;202;1;50;;;385;
33;1000000003765;9;9;1002275;138566575;65;2;28;;;235;
34;1000000003766;1;1;1813050;250665000;213;1;63;;;425;
34;1000000003767;2;2;1126488;155748120;82;2;44;;;264;
35;1000000003768;3;3;465212;64321990;60;1;19;;;109;
35;1000000003769;4;4;1259355;174128175;254;2;26;;;295;
36;1000000003770;5;5;435540;60222840;18;1;9;;;102;
36;1000000003771;6;6;1840801;254537825;277;2;12;;;431;
37;1000000003772;7;7;862944;119327460;127;1;14;;;202;
37;1000000003773;8;8;1568191;216854795;240;2;7;;;367;
38;1000000003774;9;9;1521544;210410240;288;1;71;;;356;
38;1000000003775;1;1;701100;96955980;19;2;1;;;164;
39;1000000003776;2;2;611468;84563050;76;1;22;;;143;
39;1000000003777;3;3;2044406;282739390;465;2;4;;;478;
40;1000000003778;4;4;693036;95848920;146;1;11;;;162;
40;1000000003779;5;5;1972619;272826715;175;2;92;;;461;
41;1000000003780;6;6;1305400;180550850;66;1;57;;;305;
41;1000000003781;7;7;1087374;150399750;67;2;12;;;254;
42;1000000003782;8;8;1477290;204336600;85;1;58;;;345;
42;1000000003783;9;9;1687502;233419390;93;2;3;;;394;
43;1000000003784;1;1;1525104;210962040;157;1;32;;;356;
43;1000000003785;2;2;1221225;168932325;228;2;19;;;285;
44;1000000003786;3;3;1620108;224116200;209;1;34;;;378;
44;1000000003787;4;4;1697652;234849780;220;2;35;;;396;
45;1000000003788;5;5;1333568;184488310;92;1;21;;;311;
45;1000000003789;6;6;1312434;181569690;167;2;9;;;306;
46;1000000003790;7;7;1209780;167372640;223;1;50;;;282;
46;1000000003791;8;8;1823675;252311875;401;2;21;;;425;
47;1000000003792;9;9;2137416;295727340;323;1;54;;;498;
47;1000000003793;1;1;987390;136616550;77;2;27;;;230;
48;1000000003794;2;2;785802;108727620;159;1;10;;;183;
48;1000000003795;3;3;996440;137876440;79;2;2;;;232;
49;1000000003796;4;4;824832;114134400;191;1;13;;;192;
49;1000000003797;5;5;1826225;252707125;103;2;72;;;425;
50;1000000003798;6;6;1091692;151069040;40;1;50;;;254;
50;1000000003799;7;7;1865766;258193110;341;2;69;;;434;
51;1000000003800;8;8;1505000;208274500;265;1;38;;;350;
51;1000000003801;9;9;1294601;179162725;266;2;18;;;301;
52;1000000003802;1;1;1793934;248273460;363;1;16;;;417;
52;1000000003803;2;2;1333930;184615850;276;2;49;;;310;
53;1000000003804;3;3;1428928;197769080;241;1;23;;;332;
53;1000000003805;4;4;1511055;209141595;232;2;63;;;351;
54;1000000003806;5;5;943014;130524000;84;1;43;;;219;
54;1000000003807;6;6;1498836;207461940;253;2;13;;;348;
55;1000000003808;7;7;542808;75135060;79;1;11;;;126;
55;1000000003809;8;8;1650347;228446095;361;2;49;;;383;
56;1000000003810;9;9;1349030;186742060;26;1;12;;;313;
56;1000000003811;1;1;1733022;239903550;255;2;52;;;402;
57;1000000003812;2;2;534688;74019320;83;1;13;;;124;
57;1000000003813;3;3;715958;99116110;124;2;33;;;166;
58;1000000003814;4;4;1289886;178574760;104;1;20;;;299;
58;1000000003815;5;5;1799355;249113715;382;2;58;;;417;
59;1000000003816;6;6;1424280;197191500;154;1;29;;;330;
59;1000000003817;7;7;884985;122529525;94;2;24;;;205;
60;1000000003818;8;8;513842;71145340;78;1;8;;;119;
60;1000000003819;9;9;1835575;254156375;214;2;8;;;425;
61;1000000003820;1;1;2043360;282934410;251;1;66;;;473;
61;1000000003821;2;2;1456177;201635525;224;2;3;;;337;
62;1000000003822;3;3;514318;71219120;88;1;17;;;119;
62;1000000003823;4;4;1089396;150856020;190;2;32;;;252;
63;1000000003824;5;5;843180;116764050;127;1;11;;;195;
63;1000000003825;6;6;1578625;218614925;77;2;47;;;365;
64;1000000003826;7;7;1457862;201896700;316;1;64;;;337;
64;1000000003827;8;8;1488488;206143720;39;2;55;;;344;
65;1000000003828;9;9;1458536;202001170;116;1;30;;;337;
65;1000000003829;1;1;753246;104324310;131;2;33;;;174;
66;1000000003830;2;2;1385600;191910400;103;1;3;;;320;
66;1000000003831;3;3;1780041;246548625;405;2;24;;;411;
67;1000000003832;4;4;1018020;141007050;65;1;9;;;235;
67;1000000003833;5;5;571956;79224420;49;2;18;;;132;
68;1000000003834;6;6;1607914;222726140;198;1;44;;;371;
68;1000000003835;7;7;767295;106287615;90;2;14;;;177;
69;1000000003836;8;8;520320;72078000;40;1;3;;;120;
69;1000000003837;9;9;433700;60080500;79;2;14;;;100;
70;1000000003838;1;1;867600;120192000;139;1;36;;;200;
70;1000000003839;2;2;629155;87161675;58;2;17;;;145;
71;1000000003840;3;3;490420;67943510;44;1;12;;;113;
71;1000000003841;4;4;1771128;245381400;248;2;32;;;408;
72;1000000003842;5;5;725114;100463860;71;1;26;;;167;
72;1000000003843;6;6;560247;77623815;3;2;7;;;129;
73;1000000003844;7;7;786264;108942090;13;1;7;;;181;
73;1000000003845;8;8;1107975;153521475;60;2;17;;;255;
74;1000000003846;9;9;556288;77081600;19;1;12;;;128;
74;1000000003847;1;1;1608390;222871350;89;2;11;;;370;
75;1000000003848;2;2;1217440;168702800;161;1;5;;;280;
75;1000000003849;3;3;1291653;178991505;10;2;20;;;297;
76;1000000003850;4;4;1566000;217015200;328;1;28;;;360;
76;1000000003851;5;5;2005811;277971475;56;2;27;;;461;
77;1000000003852;6;6;996608;138116770;57;1;25;;;229;
77;1000000003853;7;7;635538;88079610;14;2;21;;;146;
78;1000000003854;8;8;2068150;286634000;190;1;47;;;475;
78;1000000003855;9;9;814385;112872265;29;2;9;;;187;
79;1000000003856;1;1;2095236;290403750;47;1;81;;;481;
79;1000000003857;2;2;1821226;252432290;24;2;25;;;418;
80;1000000003858;3;3;1163586;161284020;26;1;8;;;267;
80;1000000003859;4;4;863082;119634570;165;2;39;;;198;
81;1000000003860;5;5;1639360;227243120;18;1;33;;;376;
81;1000000003861;6;6;780619;108209975;127;2;7;;;179;
82;1000000003862;7;7;2054502;284804280;30;1;61;;;471;
82;1000000003863;8;8;1265270;175402150;80;2;8;;;290;
83;1000000003864;9;9;1649592;228686220;204;1;37;;;378;
83;1000000003865;1;1;1505925;208775025;54;2;41;;;345;
84;1000000003866;2;2;2021458;280253900;199;1;92;;;463;
84;1000000003867;3;3;1873443;259740195;106;2;38;;;429;
85;1000000003868;4;4;1292928;179260560;15;1;11;;;296;
85;1000000003869;5;5;2044692;283498020;41;2;60;;;468;
86;1000000003870;6;6;1769850;245397600;331;1;60;;;405;
86;1000000003871;7;7;1455543;201822975;72;2;53;;;333;
